,X0,X1,Y
242,0.182925918,1.491683407,0
243,0.741937676,-0.75364684,1
244,-0.934192454,0.828708182,0
245,0.127862494,1.318964664,0
246,1.279805364,-1.033735149,1
247,-0.569116746,-0.241111724,0
248,1.56304296,-0.718330188,1
249,0.61951115,1.714524595,0
250,0.09508633,-0.425161048,1
251,1.517132282,1.074675782,0
252,0.348109833,0.430093879,0
253,-0.278713706,0.929689376,0
254,1.008641143,-1.006021108,1
255,-0.557762435,1.709576164,0
256,1.089898986,1.129540473,0
257,1.442037683,-0.928521112,1
258,-0.036699031,-0.303328686,1
259,0.417625353,0.136740481,1
260,-0.12181395,1.222268377,0
261,0.812691498,-0.653135114,1
262,-0.759969675,-0.661757659,0
263,1.244200976,0.172055421,0
264,1.277345099,0.475415912,0
265,1.13696193,0.167090223,1
266,1.93370189,0.751478762,1
267,0.321946701,0.22842075,0
268,-1.477997146,0.55906407,0
269,1.1875,0.459822024,0
270,0.617148498,1.071748073,0
271,0.825016431,-0.262844957,1
272,0.519754282,0.361853692,0
273,0.42862677,0.526603864,0
274,1.54095458,0.009971899,1
275,0.797324744,0.034292504,1
276,0.301718858,0.737690594,0
277,0.991690367,-0.370836655,0
278,-1.161913551,1.07430687,0
279,0.607982212,1.245950513,1
280,-1.206802702,1.842395244,0
281,0.29558216,-0.719104086,1
282,0.738671076,1.052929157,0
283,0.357102546,0.926826015,0
284,2.101554276,-1.096473551,1
285,-0.361782331,1.088875388,0
286,0.597311761,0.788823965,0
287,2.953233646,0.728304529,1
288,-0.664841529,-0.219023312,0
289,0.787861985,-1.311452063,1
290,-0.784714948,1.307713846,0
291,-1.384944876,0.095952744,0
292,1.61555063,-1.832760348,1
293,0.357130983,-0.005601807,1
294,0.325587014,1.055653109,1
295,0.93266915,-0.584553928,1
296,-0.382724883,0.046762109,1
297,-0.477464736,0.633544061,0
298,-0.878421778,-0.510875229,1
299,1.737628054,-0.610629234,1
300,0.85149252,-0.712709846,1
301,1.767172476,-0.955770254,1
302,-0.356578565,-0.455930552,0
303,1.932192133,-0.192653017,1
304,-0.347270012,-0.40489796,1
305,2.182146573,-0.28512238,1
306,0.373483909,-1.063040891,1
307,0.378977182,1.350506246,0
308,1.430963259,-1.674621823,1
309,-0.98715712,0.198953454,0
310,-0.302086201,-0.48733296,1
311,-0.285747574,0.744629353,0
312,-0.566453249,1.187308965,0
313,1.179643135,0.601806361,0
314,-0.427734364,0.192925203,1
315,1.665322094,-0.096361179,1
316,0.071036677,-0.24824805,0
317,0.598535784,-0.643932278,1
318,1.331701572,0.763311641,0
319,0.672416941,1.205871637,0
320,-1.586683024,0.592594512,0
321,1.112736888,0.40964422,0
322,0.434225103,0.110818667,1
323,0.908014028,-0.393488836,1
324,1.595655844,-0.299959225,0
325,0.869449911,0.432773402,0
326,0.39038276,0.678106859,0
327,1.249069305,-0.357482711,1
328,0.528089882,0.344821995,1
329,0.702166501,0.232513717,1
330,-1.078559588,1.05740132,0
331,2.571118062,-0.208278476,1
332,1.496642381,-0.279067593,1
333,2.345901279,0.607294054,1
334,-0.79555466,-0.351519628,0
335,0.858585308,-0.491686897,1
336,0.004705752,1.252530409,0
337,-1.18766979,1.169883778,0
338,0.362894412,0.791116677,0
339,0.370015597,-0.188823252,0
340,1.834751472,-0.358498969,1
341,0.271484581,0.655895652,0
342,-0.856845651,-0.276168436,0
343,0.26974882,-0.928208637,1
344,0.330575675,0.3628539,0
345,-0.456591134,1.413495366,0
346,2.186496953,-0.211695247,1
347,1.46714378,0.215943837,0
348,0.11366996,1.714447146,0
349,0.736451738,-0.207596799,1
350,1.495359787,1.632787699,0
351,0.525430395,0.151567404,0
352,1.428980281,0.85988804,1
353,0.393506445,0.792932084,0
354,2.234731094,-0.559205722,1
355,-0.617879743,0.488603056,1
356,0.177376067,0.760596745,0
357,0.610357488,-0.843112097,1
358,2.882305041,0.905555889,1
359,1.573993625,1.259241151,0
360,-0.091961004,0.093549592,1
361,-1.015693674,0.245281137,1
362,2.240243717,0.615753216,1
363,1.089465407,0.250704974,0
364,1.430442703,-0.292319299,1
365,0.13763928,-0.408944158,1
366,0.25333429,-0.518597996,1
367,0.318067984,0.160705216,1
368,-0.384901865,0.506396498,1
369,0.527800447,0.915817787,0
370,1.653114713,1.011566847,0
371,-0.121224344,0.98440606,1
372,0.2539623,-0.661036822,0
373,-1.177990755,0.507917756,0
374,0.593338148,-0.416406642,1
375,-0.433796826,0.232405905,0
376,-1.008495437,0.630494212,0
377,0.577463196,-0.186832152,0
378,-0.832376203,1.286471571,0
379,0.340647371,-0.826076796,1
380,1.664717328,0.029580655,1
381,-0.159937878,1.288096334,0
382,1.181881795,0.671972775,0
383,2.115005326,-0.101930403,1
384,-1.0387932,0.84443268,0
385,-0.098561699,-0.69596774,1
386,0.323894467,-0.413813211,1
387,-1.357122755,0.393687456,0
388,0.180247876,-0.759312927,1
389,0.449169858,0.720051242,0
390,0.920593955,-0.113980537,1
391,0.159474653,0.491322179,0
392,0.020063232,0.878514159,0
393,1.189312826,0.816937893,0
394,-1.199866157,-0.059332064,1
395,-0.169439018,0.961185432,0
396,-0.725805222,-0.757572375,1
397,-0.529130659,-0.091513247,1
398,-0.197633427,0.493241036,1
399,2.248413731,-0.214988923,1
400,-0.196504684,0.750079387,0
401,-0.730524244,0.845360441,0
402,-0.332374052,1.598714188,0
403,1.984491569,-1.01316767,1
404,-0.274986026,0.196680185,0
405,-0.849671051,1.437008896,0
406,0.401398203,1.398177178,0
407,1.373351225,0.460933058,0
408,2.153545057,-0.277898436,1
409,1.616601654,-0.519814082,1
410,0.523729682,-1.234018919,1
411,1.64759857,-0.074072619,1
412,1.893875894,-0.553892965,0
413,1.053574144,0.185982789,0
414,0.229755682,0.773666462,0
415,-0.022929541,1.343973202,0
416,0.226993473,-1.037512546,1
417,-1.152444115,0.212586625,0
418,-0.535638215,-0.77579306,1
419,-0.825607107,0.476304637,0
420,1.808807658,-0.423285601,1
421,0.098033901,0.58859455,0
422,1.497787656,-0.646159445,1
423,1.075279473,1.49888375,0
424,0.959535582,-0.192045969,1
425,0.485937373,0.163960411,0
426,0.444779587,-0.505076033,1
427,1.795630531,-0.38515823,1
428,0.809299982,-0.29700101,1
429,2.007445406,-0.044743923,0
430,0.96797409,-1.301041004,1
431,-0.530102123,-0.390851412,0
432,1.44384379,0.488426963,1
433,-0.760276545,0.726837024,0
434,2.59731685,0.297172072,1
435,0.165265382,0.916468721,0
436,2.113717714,0.245046655,1
437,1.899614205,-0.855442648,1
438,1.481487301,-0.532012953,0
439,2.966029671,0.207772383,1
440,-1.247635362,0.589703564,0
441,-0.761445168,-0.372083238,0
442,-0.94451021,1.420015645,0
443,-1.422252446,0.936285472,0
444,1.859149579,0.082226611,1
445,1.863751865,-0.639396965,1
446,0.535902039,-0.492873796,1
447,1.317563851,-0.023015087,1
448,-0.894685439,0.234545298,0
449,-0.099803847,1.202358581,0
450,0.950120902,-0.492468459,1
451,0.488688087,-1.070804138,1
452,0.889143754,0.948195305,0
453,1.511769872,-0.596047356,1
454,0.768083284,0.960577764,0
455,1.383884503,-0.179301869,0
456,-0.759221289,0.393627047,0
457,-0.740857593,1.356292332,0
458,2.049731239,-0.648839053,1
459,1.932930906,0.302019185,1
460,-0.82248365,-0.094931387,0
461,2.210695852,-0.10424857,1
462,-0.062775832,0.580040341,0
463,2.545900147,0.570918843,1
464,0.165432956,0.904402863,1
465,-0.111180024,-0.106146151,0
466,-0.030662134,0.825231856,0
467,0.112304844,-0.10027827,1
468,0.693456012,-0.406648238,1
469,0.594363164,-0.694255205,1
470,0.638522188,1.390892866,0
471,0.461814452,0.222655997,1
472,0.745485574,-0.953151017,1
473,2.809734264,0.099356349,1
474,0.771357274,0.115848228,1
475,-0.246918351,0.491449947,0
476,0.586967841,0.534395812,0
477,0.259015574,1.46065127,0
478,1.373599186,0.5204019,1
479,-1.387558074,1.653836522,0
480,0.701873324,0.64208929,1
481,-0.797968767,0.185312793,0
482,0.892506503,-0.678471697,1
483,0.411639499,1.009323222,1
484,0.47399402,-0.468204285,1
485,1.201432418,0.25636479,1
486,0.824994143,0.06997031,0
487,-0.417872919,-0.441412093,1
488,1.228919129,-0.283823223,1
489,-0.185529842,0.812856978,0
490,0.302553444,0.043342356,0
491,0.169022851,1.004202192,1
492,-0.519844174,1.117542911,0
493,-0.375560594,0.728280639,0
494,-0.397745531,0.839256992,0
495,1.860790984,0.727294647,1
496,2.524781281,0.013736103,1
497,0.009469988,0.271054494,0
498,-0.128006927,1.413022908,0
499,-1.345297538,0.087514265,0
500,0.912437875,0.434107902,0
501,0.342190779,1.379363676,0
502,1.008842119,-1.875315995,1
503,1.076380799,0.260791415,1
504,-0.036149492,-0.388422511,1
505,-0.759138873,0.98859467,0
506,1.6799062,0.505673857,0
507,-0.292825755,0.244279348,1
508,0.49693601,-1.638412621,1
509,2.033820731,0.145135065,1
510,-0.155498714,1.152822381,0
511,-0.972197082,0.667499765,0
512,0.449270189,-0.20388735,0
513,0.720059419,-0.634313658,1
514,0.751074571,1.319315581,0
515,-0.703590815,1.179724016,0
516,-0.649417614,0.710582185,0
517,0.530574437,-0.733193984,1
518,1.935115885,-0.181086976,1
519,1.337404578,0.911525547,1
520,-0.661971664,0.107622013,0
521,-0.787817914,0.676226208,0
522,1.751902338,0.313269737,1
523,-0.434950739,0.662205834,0
524,-0.146381071,0.496425249,0
525,1.319873118,1.203515413,0
526,-0.628850094,-0.675615308,1
527,1.539025712,0.655604174,1
528,1.63816878,-0.252997054,1
529,0.683291831,1.566736659,0
530,0.811307773,0.255153229,1
531,-0.740460956,0.94449312,0
532,0.124345619,1.408991493,0
533,2.283686941,-1.27327957,1
534,-0.504369694,1.290946312,0
535,0.906193194,-0.244236791,0
536,0.806445718,0.820373265,0
537,-1.191140373,0.131334324,0
538,0.716686401,0.583368597,0
539,1.37783225,-0.158606713,1
540,-1.030370369,0.930389252,0
541,1.474093603,0.227152302,1
542,-0.958886469,0.776408203,0
543,1.613924165,0.232475746,0
544,2.113082101,-0.776063513,1
545,2.301596794,0.140199619,1
546,-1.208246364,-0.357144931,0
547,-0.168633459,1.256595021,0
548,1.196821281,-0.543378376,1
549,1.083808235,0.149795607,1
550,-0.712299599,0.865751474,0
551,-1.124335343,0.444828055,0
552,1.349043134,-0.082408218,1
553,1.364594538,0.18349002,1
554,2.779389993,-1.415208606,1
555,1.842513306,-0.498468496,1
556,0.704107338,1.271536275,0
557,0.901630596,1.396066796,0
558,0.345039123,0.809475607,1
559,-0.256438019,0.463223933,0
560,0.179902323,0.573854706,1
561,-0.531276996,1.197442628,0
562,0.272781203,-0.370858057,1
563,0.990071731,0.007065451,1
564,0.288100231,-0.256711102,1
565,-1.56908231,0.213952812,0
566,1.179792536,0.563816234,0
567,2.200868256,0.641303375,1
568,1.903451352,0.465488891,1
569,1.7423742,0.395974228,1
570,1.978146523,0.073409705,1
571,1.06917642,1.195394368,0
572,1.88399057,1.322787128,1
573,-0.741863943,0.130567771,0
574,1.162326052,0.047065608,0
575,1.971694167,0.809837832,1
576,1.282784193,-0.803348182,1
577,0.138967072,-0.091435532,1
578,0.105206449,0.617776457,1
579,-0.450655259,1.441309699,0
580,0.90307865,0.872308485,0
581,1.005285902,-0.726952106,1
582,-0.931073386,0.595988202,0
583,0.821891771,0.17200202,1
584,1.171960638,0.208987248,0
585,-0.010784033,1.645644591,0
586,0.250040613,1.512954307,0
587,0.273370636,0.856344174,0
588,0.166896644,-0.454220518,1
589,1.680428228,0.302722522,1
590,-0.140815974,0.314988105,0
591,-0.601162654,1.215228157,0
592,1.485691679,-0.813942494,1
593,0.242558044,1.093524338,0
594,2.620327698,0.649633567,1
595,-1.050614385,0.359912885,0
596,-1.160019647,0.964126264,0
597,0.226233238,0.261528328,1
598,0.498448487,-0.439112001,1
599,0.875707255,1.024010379,0
600,1.714587124,-0.010456421,0
601,-0.101378976,1.407930441,0
602,-0.91111925,0.950063936,0
603,0.283093587,0.734703206,1
604,0.973842945,0.348508103,1
605,1.127267037,-0.097385149,1
606,0.777742382,-0.794577993,1
607,1.441401913,0.067939785,0
608,-0.163290795,0.236773459,1
609,0.783509612,-0.964048236,1
610,-0.202003652,-0.232807109,0
611,-0.448855216,1.056319712,0
612,1.638894612,-0.012907156,1
613,1.918525781,0.456062258,1
614,0.415648136,0.634199121,0
615,-0.990963691,0.248596276,0
616,0.033226963,0.472152116,1
617,0.054345415,1.115683586,0
618,-0.496114503,0.606077317,0
619,2.579443179,-1.11589976,1
620,0.402712033,-0.726964093,1
621,-0.025816144,1.669507302,0
622,0.793639933,-0.748975719,1
623,0.877213839,-0.204812642,1
624,-0.624782035,-0.518995084,0
625,2.105047735,-0.195527158,1
626,0.26835645,-0.719468097,1
627,1.757212453,-0.153879297,0
628,-1.435762933,0.727147415,0
629,1.344685531,0.763402854,0
630,0.060525792,-0.235461283,1
631,1.465890665,-1.086485737,1
632,1.657733039,-0.29910231,1
633,0.800742832,-0.092285496,1
634,0.278096782,-0.360741299,1
635,-0.904370312,1.476852598,0
636,-1.195665998,1.045336374,0
637,0.567267151,-0.818741416,1
638,0.199562817,-0.909309509,1
639,0.392832915,0.968628594,0
640,0.562198889,-0.804737941,1
641,1.264938851,0.351041789,1
642,1.744108369,-0.064636849,1
643,1.171252288,0.412385192,1
644,0.415412575,0.667445972,0
645,1.831993112,0.957984703,0
646,-0.324876456,1.297974136,0
647,0.068059934,-0.52581181,1
648,1.244322576,0.139159771,1
649,0.78048253,-0.162940628,1
650,1.029393796,0.397164511,0
651,-0.019016541,1.613566449,0
652,0.737954131,-0.77122847,1
653,-1.556153755,-0.322138518,0
654,1.453325523,0.414308157,1
655,1.157717016,-0.393706629,1
656,-0.06902331,-0.476473017,1
657,0.140026893,-0.568578852,1
658,0.057355057,-1.249356782,1
659,0.370062711,0.65580005,0
660,1.493891901,-0.012395817,0
661,0.335019093,0.826372893,0
662,0.292258621,0.203690681,1
663,0.353506693,1.054359985,1
664,1.012174946,-0.705738614,1
665,1.003186598,-0.262201568,1
666,-0.029121956,-0.171896873,1
667,0.202292904,-0.649235947,1
668,-0.507631138,1.22020787,0
669,1.396413216,0.804657544,1
670,-0.846887131,0.195581062,0
671,1.578046233,-1.720656861,1
672,1.226823643,0.676315383,0
673,0.75873864,-0.331339526,1
674,0.577854674,-0.811408893,1
675,0.446663593,0.120448892,0
676,0.586195217,0.895449298,0
677,1.488534145,-0.969765669,1
678,-1.114234565,0.315463768,0
679,0.708584547,-1.182756865,1
680,1.627127665,0.2889597,1
681,0.835470296,0.816058953,0
682,-0.565096069,0.235358324,0
683,0.54059168,0.062499742,0
684,1.807087085,0.052536301,1
685,0.984341429,-0.992537693,1
686,0.930026915,-0.037909733,1
687,0.445453766,0.4854774,0
688,0.80796937,-0.528786305,1
689,1.017269427,-1.805305974,1
690,-0.221763964,1.654656324,0
691,0.569110105,0.865832098,0
692,1.687331581,0.024263911,1
693,0.693396453,-6.68E-05,1
694,0.607099301,0.550584031,1
695,0.580999263,1.717924533,0
696,1.048675059,-1.105835544,1
697,-0.418605907,-0.542406312,1
698,0.547040268,0.260864455,0
699,-0.769428967,1.255432646,0
700,0.887969612,0.714386733,0
701,0.138880697,-0.612011957,1
702,-0.744808788,0.489688828,0
703,-0.683803443,0.308801205,1
704,0.11594923,0.895669445,0
705,-0.258250236,-0.16450633,1
706,-0.187119106,-0.550976867,1
707,-0.17135036,1.358193626,0
708,-0.105211861,0.649690929,1
709,0.373590933,-0.85612274,1
710,0.911866168,-0.124873995,0
711,1.531077959,1.059629886,0
712,0.37996587,0.065446427,0
713,1.026941844,-0.51448016,1
714,1.828598914,-0.290797396,1
715,1.642480139,-0.158254912,1
716,-0.307040287,-0.183756811,1
717,1.856090484,0.165167704,1
718,-0.288224119,0.043205901,1
719,0.930467382,-0.422324346,0
720,1.194195065,-0.195225132,0
721,1.228465052,-0.683696806,1
722,-0.222064887,-0.032177226,0
723,1.262044817,0.671334129,1
724,1.149783442,-0.689647516,1
725,1.30452763,-0.142789251,1
726,1.493847509,0.164814275,1
727,0.560289315,0.029658525,0
728,1.850769108,-0.186739162,1
729,-0.109564798,-0.231241948,1
730,-0.987041224,1.079494127,0
731,1.045869618,-0.474280706,1
732,1.263261407,0.221325079,1
733,0.133040068,-0.041753274,1
734,0.731398859,-0.933120523,1
735,2.062374669,-0.055018936,1
736,0.093022984,0.526468199,1
737,0.355734327,0.074484098,1
738,1.692116885,-0.773560602,1
739,0.601801433,0.321077712,1
740,0.317971558,-0.01802299,1
741,-0.802977695,1.018259993,0
742,-0.471107977,1.004849933,0
743,0.223878663,1.366916467,0
744,0.60491371,-0.483103416,1
745,0.48776041,0.167796057,0
746,2.671420724,-0.432494859,1
747,0.354497809,-0.547756742,0
748,-0.60711886,-1.244823629,1
749,-1.057747916,0.872664559,0
750,2.939640012,-0.719038025,1
751,1.14061216,0.702028304,0
752,0.533112821,-0.673011157,1
753,-0.780893844,0.824854506,0
754,1.169342985,-0.741186885,0
755,2.489528058,1.242877631,1
756,0.595882056,-0.251730329,1
757,-0.774881949,0.040144321,0
758,-0.538682651,0.595824976,0
759,1.442376623,0.79388149,0
760,0.749281327,0.692738994,0
761,0.604560567,0.716527836,0
762,0.200524706,-0.093548572,1
763,1.586366113,-0.447197487,1
764,0.104141905,0.862554159,0
765,0.432152429,-0.586669245,1
766,0.280067398,0.492289193,0
767,-0.334856302,0.480531008,0
768,-0.774403492,0.346929355,0
769,0.158457844,-0.488883689,1
770,0.605282104,-0.28991752,0
771,1.496176496,-1.147609677,1
772,1.860642042,0.430046845,1
773,-1.365936575,0.86059695,0
774,0.359583412,-0.570453593,1
775,-0.875093316,0.721843606,0
776,2.116599544,0.711745426,1
777,1.718780515,1.169330637,1
778,0.834834274,-0.867101595,0
779,0.796788144,-0.373570963,1
780,2.250632535,0.545580606,0
781,0.492783238,0.491776748,1
782,-0.396794417,0.79591426,0
783,-0.48113051,0.677031125,1
784,-2.289914944,-0.252274011,0
785,0.609855266,-0.383223182,0
786,0.877752217,0.101314647,0
787,1.185281017,-0.969191144,1
788,0.341991281,-0.23351875,1
789,-0.080260894,-0.195352569,1
790,0.704389931,1.45670374,0
791,0.128431654,0.886834311,0
792,0.588138559,0.434986511,1
793,-0.161471393,0.33518451,0
794,-0.332197373,0.58048305,1
795,-1.200259938,-0.442538429,0
796,1.023118183,-0.243680322,1
797,-0.240046776,0.116806269,0
798,-0.342969592,0.36616289,0
799,1.401301646,1.123730709,0
800,0.501863179,0.867608267,0
801,-1.416253343,-0.191582863,0
802,2.333044957,0.435515581,1
803,-0.94732488,1.464825101,0
804,-0.88113105,0.850381543,0
805,0.015352477,0.742065759,0
806,0.280787368,1.27925757,0
807,0.28958773,0.549632591,1
808,-0.843325512,0.05921275,0
809,0.437928616,0.400728959,1
810,-1.084004429,-0.224587183,0
811,2.02100484,-0.049993925,1
812,1.919724325,0.524857714,1
813,1.289223609,-0.788655964,1
814,2.377149538,0.553511046,0
815,1.860356125,-0.666653639,1
816,-1.109647738,0.055457952,0
817,0.106536218,0.464376794,0
818,0.358031123,-0.190905092,1
819,1.585019837,-0.131184154,1
820,-1.265879272,0.496508906,0
821,0.099281559,1.410822923,0
822,-0.153088101,0.503652019,0
823,0.500787221,0.310022389,0
824,2.190377974,-0.765372966,1
825,-1.092066109,0.041049048,0
826,1.471465449,-0.922234922,1
827,0.016280987,0.796173585,1
828,1.4470028,-0.325587899,1
829,-0.810950907,0.403288843,0
830,0.87269279,0.03800191,0
831,0.271102576,-0.269374731,1
832,2.166099215,1.623455161,1
833,-0.69038372,0.426526232,0
834,-0.184355403,0.919113586,0
835,0.617864689,0.474499067,0
